id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1080121,Downtown Suite with the Best Views in the City,672978,Katy,,Waterfront Communities-The Island,43.64159,-79.38115,Entire home/apt,186,90,516,2020-03-18,3.81,2,365,0,
1092407,Great Gerrard - Mona Lisa Suite,377846,Nick & Nena,,East End-Danforth,43.68185,-79.30506,Entire home/apt,77,28,35,2024-06-01,0.26,18,340,4,
1106103,Rare Trinity Bellwoods w/ Outdoor Kitchen & Living,6073307,Victoria,,Trinity-Bellwoods,43.6524,-79.41476,Entire home/apt,275,28,0,,,1,365,0,
1110760,The Great Gerrard - New York Suite,377846,Nick & Nena,,East End-Danforth,43.68239,-79.30521,Entire home/apt,71,28,38,2024-03-04,0.28,18,258,3,
1145641,Annex/Little Italy Private Room,4966594,Mark,,University,43.65966636290684,-79.40819169691818,Private room,135,5,53,2024-08-22,0.39,2,69,28,STR-2301-FQVBHQ
1150719,Garden Aptartment,6306986,William,,South Riverdale,43.65761033456896,-79.3487897937537,Entire home/apt,131,3,100,2024-08-26,0.73,1,208,29,STR-2208-JGTVHM
1153863,One Bedroom and private bath by the lake,6323589,Ranjani,,Mimico (includes Humber Bay Shores),43.62193938206074,-79.48603603182335,Private room,100,3,14,2024-08-30,1.06,1,336,12,STR-2304-GPWPHT
1156413,Charming Victorian House: High Park,1590126,Melissa  Slatkoff,,Roncesvalles,43.64355,-79.44244,Entire home/apt,,28,24,2018-07-11,0.18,2,0,0,
1638995,"Stylish, Sophisticated Apartment with Shaded Patio",8702985,Clarence,,Trinity-Bellwoods,43.65378,-79.4152,Entire home/apt,218,28,127,2024-08-03,1.27,10,259,1,
1641240,Historic Studio Loft | Near Rogers Centre,133802,Maggy & Jamie,,Waterfront Communities-The Island,43.64522,-79.39455,Entire home/apt,350,2,14,2024-08-22,0.11,1,140,4,STR-2403-GHZVHS
1646214,"2BR+Pullout, Sleeps 6, 1BA, Parking - Downtown Gem",8736297,Anju,,Niagara,43.64243,-79.40354,Entire home/apt,115,180,82,2020-01-20,0.73,1,287,0,
1650864,"Private Room in Luxury Area, Shared Condo",7372029,Tyler,,Church-Yonge Corridor,43.66969,-79.38527,Private room,109,28,7,2024-05-06,0.07,1,89,2,
1651958,renovated cozy bachelor downtown Toronto,6044009,Fabricio,,North St.James Town,43.66823,-79.37906,Entire home/apt,399,2,172,2024-08-05,1.38,1,87,15,STR-2011-HLHDVK
1652086,Deluxe King Room with En-Suite Bathroom,8569918,Sharon,,Yonge-Eglinton,43.70575,-79.40568,Private room,269,28,15,2024-07-20,0.11,33,339,4,STR-2012-JGCPHM
1652220,Queen Room (shared bathroom),8569918,Sharon,,Yonge-Eglinton,43.70583,-79.4054,Private room,175,28,26,2024-06-19,0.20,33,129,3,STR-2012-FLMBHB
1668445,Serviced Deluxe Family Apartment( self-contained),8569918,Sharon,,Yonge-Eglinton,43.70583,-79.40468,Entire home/apt,236,28,68,2024-08-06,0.52,33,166,4,STR-2012-JGCPHM
1668582,Serviced Deluxe King Studio Apartment,8569918,Sharon,,Yonge-Eglinton,43.7037,-79.40507,Entire home/apt,265,28,70,2024-05-11,0.53,33,158,3,STR-2012-JGCPHM
1673003,lovely 2 +1 bdrm home +  garage in  midtown,8856331,Veronique,,Lawrence Park North,43.73051,-79.40644,Entire home/apt,279,14,27,2024-07-28,0.21,1,334,2,STR-2010-HPXRPK
1711196,Lovely Private Room in Toronto Home,3431521,Sandra,,Roncesvalles,43.64152,-79.44106,Private room,,28,125,2020-03-14,0.98,1,0,0,
1718363,Gorgeous studio in the heart of T.O,8478072,Lotoya,,Kensington-Chinatown,43.65203,-79.38952,Entire home/apt,,28,39,2017-01-03,0.31,1,0,0,
1722517,The best spot for a night. Women guest only,8859994,Em,,Moss Park,43.65514,-79.3732,Private room,53,28,194,2024-04-06,1.46,2,259,1,STR-2210-GSLRVG
1732392,2 bedrooms basement apartment,9127235,Mrs Raphael,,Bendale,43.75786,-79.26175,Entire home/apt,90,30,81,2019-07-02,0.62,1,247,0,
1750120,"Sunny house, friendly neighbourhood",4162773,Heather,,Dovercourt-Wallace Emerson-Junction,43.66355,-79.43276,Entire home/apt,,30,0,,,1,0,0,
1762021,Great House on Palmerston Blvd in downtown Toronto,44259,Susan,,Palmerston-Little Italy,43.66069,-79.41096,Entire home/apt,,3,151,2024-07-27,1.24,1,145,11,STR-2009-HBCKPJ
1779167,Spacious downtown condo,9341346,Przemek,,Waterfront Communities-The Island,43.64329,-79.38219,Entire home/apt,146,90,5,2018-12-21,0.07,1,365,0,
1785285,"Luxurious bath / Cosy, quiet room",8267190,Mable,,Annex,43.67013,-79.41524,Private room,59,28,49,2024-03-20,0.37,2,309,3,
1803281,RENOVATED MODERN 1 BEDROOM WALKOUT,9454044,Stephanie,,Blake-Jones,43.67066,-79.34116,Entire home/apt,,28,173,2023-05-08,1.77,1,0,0,
1820689,Spectacular Yorkville Condo,9532580,Santorini Sky,,Annex,43.67143,-79.3912,Entire home/apt,200,30,60,2021-07-12,0.47,1,133,0,
1825630,Stylish & Quiet Studio Loft with with balcony,6845507,Leslie,,South Riverdale,43.6575,-79.35325,Entire home/apt,79,120,15,2024-08-31,0.12,1,139,2,
1844121,Amazing Bed & Breakfast Downtown,8952336,"Carolyn,L",,Bay Street Corridor,43.66773,-79.38835,Private room,153,28,222,2024-04-28,1.75,1,355,2,STR-2305-GYGDVV
1856109,Beautiful and Cozy Home for Rental,1989442,Pellumb,,Englemount-Lawrence,43.71718,-79.44104,Private room,86,1,613,2024-08-25,4.67,1,57,57,STR-2010-FHKRPB
1876510,Suite in the Beaches,9773888,Zilla,,The Beaches,43.66820381151345,-79.30649601185225,Entire home/apt,173,3,15,2024-07-27,2.66,1,128,15,STR-2401-GCMRVS
1886850,Private Roncesvalles coach house,9612740,Donna,,Roncesvalles,43.64257,-79.44587,Entire home/apt,150,28,269,2024-07-21,2.06,1,146,52,STR-2201-FRVRVC
1891100,LRG Family Friendly Annex/Kensington Market House!,9228931,Rebecca,,University,43.66092,-79.40347,Entire home/apt,,28,19,2017-08-25,0.17,1,0,0,
1912628,Downtown Waterfront View Toronto,9922227,Santiago,,Waterfront Communities-The Island,43.63898,-79.38235,Entire home/apt,,28,13,2019-06-01,0.10,1,0,0,
1912746,U5 New Modern Bachelor Downtown Apt,9923100,Ed,,Annex,43.66586,-79.40997,Entire home/apt,81,29,73,2024-08-15,0.56,16,262,4,
1920804,FURNISHED MASTER BEDROOM/PRIVATE WC,9956811,Erica,,Mount Dennis,43.68936,-79.49823,Private room,149,30,2,2017-08-13,0.02,10,365,0,
1925448,Private room in Downtown Toronto,9974366,Sarmad,,Church-Yonge Corridor,43.65043,-79.37441,Private room,,28,1,2013-11-19,0.01,1,0,0,
1937092,Trinity-Bellwoods Apartment!,5099605,Catherine,,Trinity-Bellwoods,43.65363,-79.41484,Entire home/apt,100,28,54,2023-11-10,0.43,1,248,2,
1945120,"Warmth, Privacy, Coffee + Best Area",10061029,Gg,,Little Portugal,43.64656,-79.42425,Private room,57,28,95,2017-05-07,0.72,2,128,0,
1984190,Cozy Colourful room/1 bedroom apt_ Special Deal,7026137,Oxana,,Willowdale West,43.77014,-79.4169,Private room,76,30,29,2024-01-11,0.22,1,365,3,
1986934,Priv room/priv bath in ❤️ Tdot,10249063,Adila,,Waterfront Communities-The Island,43.64038,-79.3997,Private room,125,32,248,2024-07-01,2.52,1,175,12,STR-2201-HWPRVL
1992288,Gorgeous large open loft apartment,9794542,Meher,,South Parkdale,43.64101,-79.4321,Entire home/apt,,30,27,2015-06-30,0.21,1,0,0,
2042951,Victorian Home On Subway Faces Park,9880504,Rob,,East End-Danforth,43.6908,-79.29496,Entire home/apt,,180,0,,,2,89,0,
2045208,Cozy Condo near CN Tower - downtown,4356799,Thomas,,Waterfront Communities-The Island,43.64342,-79.39031,Entire home/apt,145,28,66,2024-08-03,0.51,8,205,1,STR-2010-HMWKVJ
2061445,Upper Beach House Overlooking Park with Parking,9116432,Christian,,East End-Danforth,43.68004,-79.30925,Entire home/apt,326,1,80,2024-09-02,0.71,1,108,12,STR-2012-GYKVHH
2068172,Furnished Luxurious Condo,10578094,Payam,,Newtonbrook West,43.77916,-79.419,Entire home/apt,,28,1,2016-08-29,0.01,1,27,0,
2082829,Downtown 1 Bedroom+Parking+WiFi,10639186,Oksana,,Waterfront Communities-The Island,43.64881,-79.38812,Entire home/apt,,700,19,2020-03-09,0.15,1,353,0,
2094556,"Arts Workers Only.  Queen West Loft, 2-18/Jan",1103209,Kong Kie,,Little Portugal,43.64332,-79.42302,Entire home/apt,,28,0,,,1,0,0,
2104845,Comfy/Charming 1 bedroom in Downtown Toronto,2892745,Matt,,Little Portugal,43.64821,-79.43463,Entire home/apt,,28,1,2018-04-01,0.01,1,0,0,
2117841,Apartment in Seaton Village/Annex,3370930,Jeannette,,Annex,43.67021,-79.41766,Entire home/apt,,28,24,2023-08-07,0.28,1,0,0,
2123691,Boutique Condo in the West End,10830387,Mark,,Stonegate-Queensway,43.627,-79.49038,Entire home/apt,,28,1,2018-03-16,0.01,1,0,0,
2124858,"Rm Queen Bed. Qn St 1 min, Beach 5 min. park free",6884061,Roberta,,The Beaches,43.67372,-79.28786,Private room,85,1,90,2024-08-23,0.71,1,309,50,STR-2209-JCXHHM
2126181,"The Yoga House,  Yoga, Thai Massage",10845253,Celeste,,Woodbine Corridor,43.682,-79.31549,Private room,180,28,9,2016-09-14,0.07,1,365,0,
2138766,2BR Home Trendy Queen West West,3694374,Stacey,,Little Portugal,43.64658,-79.42414,Entire home/apt,,28,16,2018-03-13,0.13,1,0,0,
2140635,One Bedroom Condo  - 6 mths contract,195095,Urbano,,North St.James Town,43.67097,-79.3792,Entire home/apt,170,90,3,2016-05-29,0.02,9,365,0,
2150181,3BR Family Home sleeps 6 - Midtown,9317720,Kelly,,Yonge-Eglinton,43.70365,-79.39982,Entire home/apt,,28,6,2015-07-26,0.05,1,0,0,
2164586,Best city view in King West!,11044712,Tdot,,Niagara,43.64142,-79.41216,Entire home/apt,,28,7,2017-08-26,0.06,1,0,0,
2165395,Bright & fun eco-home in great neighbourhood,11048824,Jen,,Little Portugal,43.64553,-79.43329,Entire home/apt,225,14,21,2024-08-02,0.17,1,238,1,STR-2102-HSZDVL
2165577,Lovely apt with courtyard view,7341708,Vitaly,,Waterfront Communities-The Island,43.63985,-79.39487,Entire home/apt,,28,0,,,1,0,0,
2171366,A spectacular and authentic loft!,11076856,Joanne,,Dovercourt-Wallace Emerson-Junction,43.665649794766246,-79.42668921479472,Entire home/apt,302,1,100,2024-09-04,0.79,2,198,60,STR-2211-GXQHHV
2207257,Bright Beach Home,11259817,Pamela,,The Beaches,43.669045951042186,-79.3050017979293,Entire home/apt,150,28,23,2017-08-14,0.18,1,268,0,STR-2011-HVCKVL
2217230,ZEN LOFT IN HEART OF TRINITY BELLWOODS,2748348,Greg,,Trinity-Bellwoods,43.64563,-79.41845,Entire home/apt,129,28,10,2021-11-07,0.08,1,117,0,
2993831,Loft Living Little Italy Dwtn 3 Bedroom,14761152,Arthur.S,,Palmerston-Little Italy,43.65968,-79.41054,Entire home/apt,,28,84,2020-12-22,0.69,11,123,0,Exempt
2997407,Charming Loft w/ Skylight & Balconies!,14761152,Arthur.S,,Palmerston-Little Italy,43.65966,-79.41058,Entire home/apt,,28,93,2024-08-04,0.75,11,222,4,Exempt
3001121,Charming Garden Apartment w/ Prime Location!,14761152,Arthur.S,,Palmerston-Little Italy,43.65966,-79.41058,Entire home/apt,,28,57,2024-07-21,0.46,11,46,1,Exempt
3001761,Perfect Pied A Terre Little Italy 1 Bdrm+Sofabed,14761152,Arthur.S,,Palmerston-Little Italy,43.66021,-79.41672,Entire home/apt,125,28,55,2024-08-31,0.53,11,280,3,Exempt
3004964,Beautiful Family Home in the City,3676503,Cwa,,Yonge-St.Clair,43.68998,-79.39844,Entire home/apt,,28,2,2016-08-20,0.02,1,0,0,
3005200,Danforth Village,651297,Selena,,Playter Estates-Danforth,43.68043,-79.35808,Entire home/apt,,28,4,2015-06-29,0.03,1,0,0,
3031632,Spacious Bedroom close to Downtown,4186924,Chris,,New Toronto,43.60038,-79.5167,Private room,,28,2,2016-05-06,0.02,1,0,0,
3032302,Great Location in Downtown Toronto,15445037,Glenn,,Cabbagetown-South St.James Town,43.66446,-79.37579,Private room,,28,22,2016-11-20,0.18,1,0,0,
3041558,Charming Bungalow by lake,11098452,Jacqueline,,Mimico (includes Humber Bay Shores),43.61074,-79.49636,Entire home/apt,,3,78,2024-08-14,0.64,1,4,6,STR-2009-HFFXPJ
3105895,testing home sharing Cypher,4634401,Tianyi,,Agincourt North,43.81228,-79.28721,Shared room,,28,0,,,1,0,0,
3109354,Summer in Downtown Toronto!,7660935,Tiphaine,,Dufferin Grove,43.6505,-79.44024,Private room,,28,0,,,1,0,0,
3131003,LARGE HOUSE IN TORONTO,15899786,Tara,,High Park-Swansea,43.64267,-79.45406,Entire home/apt,,28,1,2015-08-22,0.01,1,0,0,
3152405,Penthouse Apartment Awesome View,15999017,Nelson,,Roncesvalles,43.63922,-79.44521,Entire home/apt,,28,4,2018-09-23,0.04,1,0,0,
3162666,Cosy Queen W garden apt w/ parking,16044016,Elizabeth,,Niagara,43.64546,-79.40825,Entire home/apt,200,3,37,2024-08-18,0.33,1,20,6,STR-2010-JFBDPM
3188770,Private bedroom on subway station,10655133,Kahar,,Islington-City Centre West,43.64655,-79.52534,Private room,,28,1,2022-02-28,0.03,1,0,0,
3193902,Luxury 1 Bedroom @ Yonge & Bloor 6 Months Min stay,6739062,Toronto Condo,,Bay Street Corridor,43.66903,-79.38785,Entire home/apt,250,28,6,2016-01-02,0.05,2,340,0,
3197148,Luxury furnished Apartment in prime location,16204072,Etai,,Mount Pleasant West,43.69759,-79.39344,Entire home/apt,110,180,2,2017-07-20,0.02,1,237,0,
3197598,Spacious Loft in Historic King West,2475973,Sanam,,Waterfront Communities-The Island,43.6434,-79.3997,Entire home/apt,,28,3,2018-07-01,0.03,1,0,0,
3213607,"Trendy King/Queen West Studio, private entrance",8024143,Edward,,Niagara,43.64385,-79.40488,Private room,230,2,39,2024-07-27,0.32,1,21,5,STR-2304-HHGBHW
3229123,☆☆☆☆☆  Modern 2bd/2bth Suite Downtown Toronto,11206244,Superhost,,Waterfront Communities-The Island,43.64368,-79.37722,Entire home/apt,163,30,35,2024-08-31,0.32,21,303,5,
3229169,Nanny Suite,9330404,Stephanie & Samuel,,Junction Area,43.662587623562956,-79.48153750999752,Private room,75,28,73,2024-07-01,0.59,1,154,2,STR-2312-FVTRVR
3246128,Downtown residential,16420646,Zac,,Trinity-Bellwoods,43.65367,-79.42038,Private room,,28,5,2016-04-09,0.04,1,0,0,
3264728,The Loft / Lower Rate / Welcome Health Care worker,1170217,Frank,,Church-Yonge Corridor,43.66043,-79.37853,Private room,105,28,28,2023-05-27,0.25,2,296,0,
3270314,Toronto High Park Apartment,1200367,Grace,,High Park North,43.65916,-79.46186,Entire home/apt,185,28,60,2023-04-30,0.49,4,247,0,
3271579,Charming Century Home Close to Vibrant Shops,2224739,Liane,,High Park North,43.66011,-79.45902,Entire home/apt,349,5,126,2024-09-01,1.02,1,165,9,STR-2405-HVXKVY
3282729,Little Italy - Apartment,16590728,Courtney,,Palmerston-Little Italy,43.65502549850504,-79.41994862769066,Private room,143,1,376,2024-08-26,3.07,3,50,81,STR-2010-FMXRPC
3312043,Danforth Village Century Home,1485530,Louise Claire,,Danforth,43.6814,-79.3437,Entire home/apt,,7,10,2022-01-01,0.09,1,0,0,STR-2012-GQFXVG
3329274,A perfect city get away.,1442525,Erin,,Dovercourt-Wallace Emerson-Junction,43.66592,-79.43116,Entire home/apt,280,4,36,2019-07-01,0.29,1,88,0,STR-2305-FMJPHQ
3330285,Apartment in Mid-town,6029682,J-P,,Mount Pleasant West,43.7051,-79.39661,Entire home/apt,,28,2,2015-04-21,0.02,1,0,0,
3344276,"1 Br+den right @ High Park, Toronto",9966270,Laszlo,,High Park North,43.65584,-79.46811,Entire home/apt,,28,1,2015-06-25,0.01,1,0,0,
3348401,"Spacious, charming 3 storey home in great ‘hood",16898206,Rory,,Roncesvalles,43.64586,-79.44236,Entire home/apt,550,3,7,2019-10-13,0.07,1,225,0,STR-2404-HZKHHZ
3364091,Relaxed Family Home in Roncesvalles,16972910,Gillian,,Roncesvalles,43.64681,-79.44522,Entire home/apt,,40,9,2017-08-15,0.07,1,0,0,
3364609,South Beach Marina Townhomes,10088357,Bill,,Niagara,43.63515,-79.39953,Private room,500,30,67,2019-10-06,0.54,1,364,0,
3369760,Spacious & Bright in Greektown,17001223,Robert,,Broadview North,43.68501,-79.34821,Entire home/apt,,28,21,2019-08-10,0.17,1,0,0,STR-2012-GKHHHF
3370325,Big bright room w/ storage space,3216602,Kati,,Etobicoke West Mall,43.65335,-79.56944,Private room,,28,2,2015-02-05,0.02,1,0,0,
3377125,Condo 10 Min. Walk from Queen St. W,6440835,Dale,,Niagara,43.6387,-79.4152,Entire home/apt,,28,15,2015-09-21,0.12,1,0,0,
3391850,Hip & Cozy Studio Apartment,506958,Kathy,,Dovercourt-Wallace Emerson-Junction,43.65819,-79.44483,Entire home/apt,,28,0,,,1,0,0,
3400979,Basement Studio Apt in Trendy area!,13066292,Jose,,Little Portugal,43.64829,-79.43211,Entire home/apt,64,28,169,2024-04-15,1.43,9,258,1,
3402103,Warm Sun-Filled home: Leslieville,16876776,Monica & Gilles,,South Riverdale,43.6625,-79.33801,Entire home/apt,,28,0,,,1,0,0,
1161630,Bloor & Ossington Park-front Apartment,6351139,Julie,,Dovercourt-Wallace Emerson-Junction,43.66649,-79.43523,Entire home/apt,72,28,0,,,1,233,0,
1161888,Authentic Hard Loft in the Heart of Toronto,1478241,Stephanie,,South Parkdale,43.63898505711864,-79.4208558934413,Entire home/apt,166,3,120,2024-08-26,0.97,1,41,9,STR-2204-FMSHHC
1162480,Chic Downtown Condo Loft + parking,6255603,Fojan,,Regent Park,43.65695,-79.35854,Entire home/apt,152,29,52,2020-02-08,0.43,1,339,0,
1163664,Danforth - 1 bedroom apartment,5942147,Becky,,North Riverdale,43.67602,-79.35501,Entire home/apt,,28,4,2015-08-05,0.03,1,0,0,
1170889,COOL SPOT TORONTO-GRT DEAL-HIP HOOD,6410636,Deb,,Palmerston-Little Italy,43.656436988517946,-79.42472658751296,Private room,95,30,24,2024-07-30,0.18,1,341,2,
1174893,LUXURY CONDO NEXT TO KIPLING SUBWAY,173823,James,,Islington-City Centre West,43.6376,-79.53548,Entire home/apt,110,200,5,2017-04-30,0.04,3,215,0,
1194984,Spacious Room and Private Bath,6530148,Lin,,Roncesvalles,43.644,-79.4427,Private room,65,28,22,2017-08-26,0.16,1,88,0,
1196880,Happy Downtown Lower Penthouse,6539250,Jennifer,,Niagara,43.64175,-79.41108,Entire home/apt,,60,12,2024-07-14,0.11,1,4,1,
1202446,Peaceful room @ King/Spadina,2929374,Brahm,,Waterfront Communities-The Island,43.64482,-79.39416,Private room,140,1,112,2024-08-13,0.82,3,0,13,STR-2012-HTGBHL
1209935,Downtown Apt  Historic Cabbagetown,195472241,Vesta,,Cabbagetown-South St.James Town,43.66483,-79.36945,Entire home/apt,214,28,50,2022-12-11,0.41,1,0,0,STR-2012-HJKVHK
1214297,Beautiful Lower level/Basement Apt #1- two bedroom,3604846,Wies,,High Park-Swansea,43.65305,-79.45495,Entire home/apt,150,30,18,2018-09-28,0.14,4,309,0,
1221275,Beautiful and Stylish 2-BR Condo in DT Toronto,785826,Sky View,,Waterfront Communities-The Island,43.64184,-79.38173,Entire home/apt,156,28,6,2024-07-06,0.05,101,110,1,
1221280,"1 bed + Office, Balcony, Close to Subway, Downtown",6662193,Prity,,Bay Street Corridor,43.65014,-79.38669,Entire home/apt,101,30,14,2024-08-18,0.10,1,6,1,
1223097,"Colourful Apartment, Creative Space",6671740,Steven,,Annex,43.6695,-79.40656,Entire home/apt,91,28,133,2024-08-28,1.10,1,43,2,
1242683,Beautiful spacious west end house,6773217,Alexa,,South Riverdale,43.65204,-79.34655,Entire home/apt,225,7,38,2024-08-04,0.34,1,102,1,STR-2012-HZHDVM
1254468,Oasis in Art Area of Queen West.,3406595,Inger,,Trinity-Bellwoods,43.64814,-79.4177,Private room,168,3,137,2024-08-02,1.24,2,35,8,STR-2203-HRPVHL
1260644,Large Victorian Home: Cabagetown,6865871,Matthew,,Moss Park,43.65784,-79.36819,Entire home/apt,,28,0,,,1,0,0,
1269925,Casa Meya - Toronto Luxury  Poolhouse Villa,6911938,Roozbeh,,Parkwoods-Donalda,43.75524,-79.33521,Entire home/apt,396,3,64,2024-09-02,0.52,1,340,11,STR-2103-FWRXVD
1279122,"Cottage in the City, Subway & Park",2960767,Chris,,Humewood-Cedarvale,43.69535,-79.43518,Entire home/apt,,28,10,2016-08-20,0.07,1,0,0,
1294243,Enjoy Toronto Junction.,1025890,Amir,,Junction Area,43.66779,-79.46335,Entire home/apt,65,180,1,2013-11-10,0.01,1,129,0,
1297164,HOME is TORONTO,5244098,Pablo,,Yonge-St.Clair,43.68857,-79.40087,Private room,85,28,55,2024-05-04,0.41,1,184,2,
1299374,Beaches Butterfly Garden Suite,7065012,Jude,,East End-Danforth,43.67646,-79.30791,Entire home/apt,93,28,60,2019-12-31,0.44,2,35,0,
1301718,Uber Upper Beach 3 Bedroom Suite,377846,Nick & Nena,,East End-Danforth,43.68516,-79.29243,Entire home/apt,149,28,26,2023-09-04,0.21,18,248,0,
1321398,Toronto Beach Paradise,7173548,Pasqua,,The Beaches,43.67244,-79.28464,Entire home/apt,125,28,116,2024-08-26,0.94,2,336,30,STR-2308-FXJVHR
1326015,Beautiful sun filled Bloordale home,2499198,Melissa,,Dovercourt-Wallace Emerson-Junction,43.66441,-79.45084,Entire home/apt,187,28,22,2018-05-29,0.16,1,0,0,
1331304,Need a place?,7221344,Roy,,Woodbine Corridor,43.67462,-79.31267,Private room,,28,8,2016-09-24,0.06,1,0,0,
1335133,Newly reno'd 2-story house in family-friendly hood,613837,Brett,,Old East York,43.69489,-79.33345,Entire home/apt,,13,24,2024-08-26,0.18,1,2,3,STR-2101-GPBKVG
1348067,The Great Gerrard - Toronto Suite,377846,Nick & Nena,,East End-Danforth,43.68358,-79.30637,Entire home/apt,79,28,23,2024-08-20,0.17,18,280,4,
1365638,Luxury Condo@Lakeshore Blvd West,7412574,Abhishek,,Mimico (includes Humber Bay Shores),43.62233,-79.48785,Private room,100,28,43,2022-10-25,0.35,1,179,0,STR-2208-FRFPHC
1369701,Private room upstairs in artist’s home,7428349,Steve,,Corso Italia-Davenport,43.67535,-79.45502,Private room,85,28,21,2019-11-23,0.16,1,83,0,
1370412,Sunny Bachelor Studio,1102328,Isil,,Dufferin Grove,43.65499797475493,-79.44582592051381,Entire home/apt,150,100,9,2024-02-25,0.09,2,259,2,STR-2306-GXMDVV
1422877,Entire home -Sheppard and Yonge,7658503,Angela,,Willowdale East,43.75646,-79.40711,Entire home/apt,,28,13,2020-01-13,0.10,1,0,0,
1426591,Chic Condo in Trendy Queen West,7672988,Nadia,,Little Portugal,43.65012,-79.43928,Private room,88,28,33,2021-07-04,0.25,2,315,0,STR-2010-FSSXPC
